ProteinAccession,GN,ProteinDescription,b1_s13_M_3,b2_s2_M_3,b2_s10_M_3,b3_s16_M_3,b1_s4_M_6,b2_s15_M_6,b3_s1_M_6,b3_s15_M_6,b1_s9_M_12,b1_s16_M_12,b2_s14_M_12,b3_s9_M_12,b1_s11_M_18,b2_s3_M_18,b2_s9_M_18,b3_s5_M_18,b1_s15_M_24,b2_s5_M_24,b3_s3_M_24,b3_s6_M_24,b1_s1_M_30,b1_s2_M_30,b2_s13_M_30,b3_s7_M_30,b1_s12_F_3,b2_s7_F_3,b2_s16_F_3,b3_s14_F_3,b1_s5_F_6,b2_s11_F_6,b3_s10_F_6,b3_s13_F_6,b1_s6_F_12,b1_s8_F_12,b2_s6_F_12,b3_s4_F_12,b1_s14_F_18,b2_s1_F_18,b2_s4_F_18,b3_s8_F_18,b1_s3_F_24,b2_s12_F_24,b3_s2_F_24,b3_s11_F_24,b1_s7_F_30,b1_s10_F_30,b2_s8_F_30,b3_s12_F_30
P98084,Apba2,Amyloid beta A4 precursor protein-binding family A member 2 OS=Mus musculus GN=Apba2 PE=1 SV=2,28396.97059,27612.64458,11800.10011,33550.95425,16203.99158,22606.46462,21518.57768,30510.05708,20020.19739,24878.72757,21068.82586,55922.53689,27772.95356,16536.42555,20216.53587,10540.46954,16959.31453,23578.50609,20669.66879,31239.91012,14697.70573,16927.81783,21420.78684,18680.50243,18253.66198,24795.31876,21654.0725,28708.65225,14378.62904,27442.00588,23580.02753,40536.06561,32563.71587,11111.7968,24527.29706,17776.60583,16083.73403,23548.59819,29043.50706,46438.94452,15441.4065,25768.49945,22560.32018,24717.47614,17624.36976,17562.34353,26733.37848,31613.66959
Q9QXJ1,Apbb1,Amyloid beta A4 precursor protein-binding family B member 1 OS=Mus musculus GN=Apbb1 PE=1 SV=3,33230.76108,22572.21071,15483.74977,25498.86477,20055.4156,18370.64124,22390.28485,25301.68056,19811.05892,24419.79236,18403.59486,28707.69919,30796.82236,15361.12297,18711.15003,15066.9658,21010.51458,20526.09396,17432.56487,22898.95802,23000.79085,15736.34519,17180.84554,19200.22003,20758.03742,15738.99482,17079.51788,20800.57942,16660.45348,19860.3293,18810.4283,26124.6056,43092.99401,18321.72278,21094.75828,19812.65306,20268.78351,17325.29012,19154.3174,38757.51293,19266.92898,21941.9033,17645.28164,22796.82047,18989.12573,19478.96055,23964.54904,25437.48079
Q9DBR4,Apbb2,Amyloid beta A4 precursor protein-binding family B member 2 OS=Mus musculus GN=Apbb2 PE=1 SV=2,13133.06719,9685.729872,3261.478192,8589.854962,8654.588982,5965.881692,7926.895732,8950.312182,9630.617222,11124.89402,5617.191922,10586.21629,14365.89244,9335.162122,7975.222522,5684.171882,10164.46563,11443.69246,6021.662902,6229.976032,10345.21795,7787.932992,4889.398802,7340.699382,8407.535202,5512.192622,5252.758532,7778.864772,9167.901102,11024.00789,9583.962862,7986.395452,16992.01297,7787.314342,8172.012562,9355.637022,8088.379272,5700.365282,5914.337262,10815.23111,11115.11549,8269.302082,6097.776722,9867.007342,8127.129992,9652.790892,9214.818162,8464.176772
Q61315,Apc,Adenomatous polyposis coli protein OS=Mus musculus GN=Apc PE=1 SV=1,9196.528192,5403.545862,6238.566342,10856.66496,10977.18755,4530.718772,6040.254702,6206.266032,6522.705112,10290.72483,6440.646642,11498.96036,9612.400692,5165.096672,4433.854942,6632.995582,6761.043362,3246.886934,4173.708752,8876.634242,8944.530022,5980.889372,4724.154662,5315.554952,8378.810892,5468.426072,4245.979612,8326.678402,8835.556092,6184.839122,6084.896732,13393.18436,13335.15343,7850.271752,4906.202682,5788.099442,9152.330852,2771.221545,5557.814962,14273.94244,7361.455122,7930.412992,4691.291082,8032.030372,6751.052622,7375.345382,6245.628382,5477.717872
O35841,Api5,Apoptosis inhibitor 5 OS=Mus musculus GN=Api5 PE=1 SV=2,142085.5659,65339.42711,43623.22074,100158.6256,48174.1758,64161.43401,32389.9589,88499.95684,32271.77247,79199.5038,48663.48075,143723.9371,102905.0616,32170.45238,53421.65679,22767.53612,51979.02537,37758.04159,31778.86935,66897.22901,64067.48067,24417.66027,39069.61503,50056.35227,54936.68136,52905.16818,29694.81919,72521.85485,39069.45803,58767.37363,35705.26522,95763.34994,195541.6628,39299.52209,54431.35027,26623.33493,53169.39955,35587.51273,45474.18455,117181.9246,35165.84543,62369.05601,23099.10993,56516.01368,30413.85484,48138.79008,56461.71515,79182.94598
Q03157,Aplp1,Amyloid-like protein 1 OS=Mus musculus GN=Aplp1 PE=1 SV=1,76192.61169,89417.68863,73418.72836,87139.21683,91146.78613,87875.87253,93237.36293,78753.20846,102569.4907,91582.58143,92153.93753,77091.41028,84067.38893,90960.29303,84350.99343,82240.75983,92241.81843,91527.29623,88688.79203,91734.10843,97797.82433,89478.89333,95972.98253,95389.81693,97820.25373,88746.23313,94516.00213,86721.42593,86891.17473,87356.87043,93020.77233,77970.73401,73887.62658,91484.96443,94350.06863,83768.37253,96265.83363,100496.3423,97689.87203,81825.03843,94874.71393,91324.98853,96583.34853,87212.87923,90808.28423,87743.05533,89066.18703,81609.66143
Q06335,Aplp2,Amyloid-like protein 2 OS=Mus musculus GN=Aplp2 PE=1 SV=4,185387.5747,206836.6408,192994.742,227195.2598,202799.2361,229834.2006,240062.2121,229982.2727,223131.0553,233151.8892,225187.8749,211269.3706,212366.5852,232848.9898,196814.2832,227139.9425,221292.1815,222779.9163,248779.9042,230324.1821,207066.9844,208117.6332,208149.0078,244046.0938,236543.4044,209468.3499,218635.2738,221755.2123,195021.6248,212469.0275,233283.2194,212875.6201,170090.3661,204821.7599,212695.4819,236518.8701,224158.3876,230497.1534,216279.6857,199488.83,216262.7139,207694.4335,237516.7771,223048.5565,209212.4808,193142.3671,214973.9505,205305.8104
Q9D7N9,Apmap,Adipocyte plasma membrane-associated protein OS=Mus musculus GN=Apmap PE=1 SV=1,145444.1448,133099.3184,154846.0503,145097.2204,167083.1066,166913.1877,138000.9058,160101.993,170129.4584,133653.8739,149665.7186,137685.4003,157836.6423,160242.3906,148597.9796,128553.5685,142933.258,150337.6313,118655.1517,146239.1676,186056.7297,158334.9177,145611.6587,149099.7368,156086.1069,145346.7,146201.0532,136899.528,152514.6245,132133.4762,137638.4227,127936.9078,172864.5609,135213.0648,181959.2375,129518.9003,134073.3367,132218.6001,139363.2995,126730.0329,145779.3079,137568.005,104402.8508,119036.6685,118009.9484,149153.7797,129486.5264,115964.2334
Q00623,Apoa1,Apolipoprotein A-I OS=Mus musculus GN=Apoa1 PE=1 SV=2,377097.5479,628227.6719,389527.359,596704.2289,215676.036,614580.3001,306586.6331,567007.9202,430920.2524,440362.5155,445420.8467,514356.2384,310774.3106,572990.7732,634863.5341,495436.6434,235977.8686,505819.0456,350237.0579,252775.9518,499836.223,249659.0203,435862.2212,318120.9145,224546.132,417431.8783,219993.6852,314556.7354,206048.6038,321250.7493,265629.8015,217583.7167,374002.1091,453835.3863,288360.9269,319076.8823,180195.3272,466952.786,430044.318,255949.2578,192287.6382,378732.6566,287691.2989,543394.7324,179293.2596,201112.7871,310832.0158,295932.0151
P09813,Apoa2,Apolipoprotein A-II OS=Mus musculus GN=Apoa2 PE=1 SV=2,616045.4789,673110.6505,429092.0179,485144.5176,300469.7217,577191.464,420098.0623,473919.5726,637440.2129,574124.8268,466624.2536,359935.544,456207.1813,641915.3303,531446.9714,521479.2793,457828.7718,558484.7761,553442.7654,468623.203,393886.8859,330456.2467,448330.9215,396082.0623,342581.8349,550549.8191,380215.4075,389684.0665,446426.0308,419993.8003,435041.3157,210078.2234,481114.1166,807993.6003,397605.6646,588452.1223,311477.6048,453927.4149,520091.3648,303923.4447,267084.2422,487173.1329,567054.7659,352554.7114,478392.3753,341935.2106,362117.4328,359267.2245
P06728,Apoa4,Apolipoprotein A-IV OS=Mus musculus GN=Apoa4 PE=1 SV=3,352371.3045,414364.9679,292463.4993,399063.6498,325899.4281,364633.1749,348003.5857,413983.9685,303797.5848,320024.8559,313276.5189,304058.8746,334555.8871,372686.5221,404332.0766,315995.1272,293488.6924,396698.281,347206.2914,289531.8525,329295.3675,297113.4047,377816.9405,391456.0005,256126.5874,346599.7969,274011.5646,312384.7971,308671.623,300360.6157,334533.0983,252424.5854,268586.7189,308384.5068,265041.669,315170.6082,219714.2624,281679.9477,316605.3982,226489.6946,292652.2806,346197.791,354797.9541,359944.0249,258570.9042,210385.0119,358821.4282,282011.6916
E9Q414,Apob,Apolipoprotein B-100 OS=Mus musculus GN=Apob PE=1 SV=1,49212.35534,96452.24701,155222.4658,174507.6211,94696.73871,83756.82271,158528.8443,85378.81441,189710.8182,54528.84637,127840.4119,57676.42072,48997.01414,49720.5515,123260.2546,74349.98539,100098.5658,68131.48477,106406.8238,59176.15172,123392.5537,69920.19175,94107.05641,73944.38021,93172.74401,108582.0754,82904.38981,62398.43799,110701.2098,81153.55671,90796.44691,80855.99621,43810.1997,86615.93021,66183.02242,134702.4736,69265.69772,62141.23008,61513.28657,50143.10219,59488.82952,71182.81432,73774.86769,111687.6979,69027.98745,74710.11137,58000.7145,63394.89197
Q8VBT6,Apobr,Apolipoprotein B receptor OS=Mus musculus GN=Apobr PE=1 SV=1,29900.77668,27800.90828,33295.37495,29386.92682,34831.8119,25847.11023,41906.19094,28843.69743,24001.59775,30302.35679,26955.79274,31007.39859,29280.1063,30095.1315,32585.45828,41806.20568,43942.39908,42994.12071,45301.20843,50151.9029,44729.27673,47762.08405,51068.53527,61123.72463,33904.71185,28352.75845,28708.27928,37110.20667,28352.75281,32071.72527,38473.10386,34118.48162,23971.26576,30191.44658,34742.74118,47606.39701,41913.70497,37467.77449,39622.12684,42981.57189,74151.41349,83458.56116,84272.5544,55677.24999,115933.6194,121364.0031,132080.4768,130450.0426
P34928,Apoc1,Apolipoprotein C-I OS=Mus musculus GN=Apoc1 PE=1 SV=1,713202.1043,1631307.084,961593.0393,1213806.198,307726.9787,1138919.26,1409856.13,953859.7583,936137.4733,733999.1844,1105150.763,757296.7875,304228.3804,1728484.259,1538834.469,1120827.529,402582.7495,1334210.972,1833668.003,1019109.577,463371.4464,519552.8516,1146377.078,834370.0197,386281.4821,1074250.886,882840.9753,949078.6113,490341.325,1020439.364,1036025.202,481081.7149,295092.13,505403.2251,914190.104,1705433.828,265584.1127,1624719.263,1136048.685,658458.0405,290218.1356,905821.9656,1114920.426,957958.6503,270705.8333,211249.3053,741664.7013,869262.063
Q05020,Apoc2,Apolipoprotein C-II OS=Mus musculus GN=Apoc2 PE=2 SV=1,51144.58045,158912.7037,105530.8498,118717.2285,50734.67609,100639.6505,173318.5776,93138.52723,110598.9845,101575.1405,122976.5216,61853.11514,54822.08602,157085.6152,133716.1317,104617.1465,67403.6243,129295.9712,158574.1086,80970.24045,58274.10942,39054.73004,122386.0478,67520.65432,82395.13719,127255.698,127102.7409,81107.16257,50756.35245,108044.0688,110928.9455,60358.81146,37755.61373,101531.7926,93099.50473,154954.2425,63896.65803,176716.4596,130978.4385,64071.06472,44363.72952,112188.852,141210.789,103765.4813,56102.99962,67016.24438,119337.2513,107418.9023
P33622,Apoc3,Apolipoprotein C-III OS=Mus musculus GN=Apoc3 PE=1 SV=2,109636.7105,213051.5509,161000.3507,196737.1106,93401.67865,169195.4607,241717.0798,124599.7708,232155.327,184416.2527,188997.3588,103420.4675,100693.2569,224380.0607,221586.4739,157124.8767,124113.1631,213045.1242,236708.0042,144452.7571,114137.2386,117321.1236,180034.1589,93205.23255,163717.8792,212732.8135,212005.4615,180053.3323,134694.511,218904.4503,175892.5703,102087.5532,78653.54785,229211.3004,171076.9114,324133.1123,151318.0669,307853.9633,203116.8946,120052.275,114642.0586,177243.0196,162072.7711,224794.1872,128066.8518,119468.4192,209465.7897,171909.0961
P08226,Apoe,Apolipoprotein E OS=Mus musculus GN=Apoe PE=1 SV=2,2597939.976,2766320.744,2005251.129,3230169.458,1954040.123,2627017.875,2355349.38,2495309.681,2336466.001,2675642.247,2480286.574,2795632.342,2366427.668,2775108.166,2956433.095,2097952.813,2133269.992,2882309.681,2890315.647,2440165.577,2562616.766,2308578.783,2879288.7,2951938.036,2396177.122,2630705.331,2390601.856,3060426.326,1911796.006,2311456.201,2244459.834,2405023.211,2372872.719,2110488.762,2749515.088,2339325.475,2117312.157,3150013.088,2565738.823,2386938.307,2835976.039,3113742.037,3329615.961,3222403.503,3977512.789,3769849.194,5247425.291,4613691.763
A2VDH7,Apol8,Apolipoprotein L 8 OS=Mus musculus GN=Apol8 PE=2 SV=1,11529.47674,14701.96256,13681.80659,9438.626474,7749.844083,11776.10215,13471.54411,7074.574726,13444.4264,12094.99065,13019.49219,9381.510174,15234.49025,15970.66812,11234.39854,11471.37881,14922.40924,13680.55883,17662.15977,11382.16484,18944.28824,10426.27741,12655.58694,12856.45497,14740.72104,11048.66895,13959.03974,12435.90257,11195.36282,11883.26599,12093.04982,8910.202524,11183.37397,15448.13659,14421.45025,12160.18,14206.93216,13785.85735,11570.3379,10642.23087,13476.84511,11637.93227,13147.84564,10522.96631,12431.07458,11228.43052,12815.42517,11565.55363
Q9Z1R3,Apom,Apolipoprotein M OS=Mus musculus GN=Apom PE=1 SV=1,52053.9213,100225.9964,85631.06644,64682.16058,73222.30456,47164.42924,88521.70356,53065.93533,57840.10747,58650.98853,52336.22318,27718.58435,37934.86811,53160.98796,83190.75896,51726.43405,68027.65189,91362.09406,51652.5078,44256.7578,60824.98416,73636.38331,53060.91093,36874.36459,76390.86465,93452.25595,107770.6876,66867.10312,58568.86162,70178.52134,91560.79095,44679.59572,48240.82714,73055.18536,69531.35284,86457.34029,62357.46351,115950.917,79998.08116,46385.49849,68121.38647,54989.07354,80009.04586,79914.74624,66285.65868,74817.04178,124701.3108,80146.77481
P12023,App,Amyloid beta A4 protein OS=Mus musculus GN=App PE=1 SV=3,216636.8238,259755.9171,231292.9382,278877.3503,236024.311,302749.009,279568.8474,295700.5923,285674.8752,289631.5384,291635.472,266311.6123,244057.8305,288195.3272,247434.1144,270938.8388,249361.2602,282525.5279,311337.4412,306136.6936,254579.1538,256679.7137,279811.8225,323413.3133,276709.1619,252369.3245,287695.0828,280413.8103,229013.2571,270804.2714,298574.3008,267598.714,181655.7936,224087.8628,288247.2367,286282.1182,253532.3358,299805.1353,278479.1421,264002.4931,247041.8794,283290.4034,302821.8942,268672.4198,235339.5389,228944.7705,274265.3808,257478.8774
Q8K3G9,Appl2,DCC-interacting protein 13-beta OS=Mus musculus GN=Appl2 PE=2 SV=1,48982.65231,29769.9393,9340.78583,45017.71487,41371.76415,30310.3208,14946.01127,48285.39854,26354.19656,41940.93523,29423.07818,69804.29122,44204.96152,21985.76097,25000.8837,9106.78181,25216.88155,18987.1316,22533.26081,38298.15711,32805.33569,31499.27522,26332.89055,32134.72482,26103.46026,27141.13305,14503.05121,36291.04059,28880.80819,28789.87388,20200.36034,52029.34529,70523.35846,23366.70556,27922.22509,11607.78566,27780.68525,14563.88626,17478.00297,65783.98096,30428.6847,29643.24531,14882.51345,29143.19151,30202.5659,33750.02868,27640.31837,45484.47879
Q8CFQ3,Aqr,Intron-binding protein aquarius OS=Mus musculus GN=Aqr PE=2 SV=2,8557.663299,10367.18219,16801.07081,10384.33265,7559.536239,9135.350009,4981.386439,9276.203739,4104.453289,6923.493119,9429.640149,9712.308559,10026.44337,7213.714449,7265.815699,13689.87331,3273.484409,6266.034549,5373.282639,6051.797369,2423.082338,5461.903159,4291.231619,9489.079229,7018.995159,8528.696569,6749.648039,9510.953179,8095.343849,6030.661859,4987.797129,7873.958409,7313.412989,1854.182181,8095.253159,4713.203009,5375.160469,6089.896399,7151.625889,7075.061339,9457.413329,8469.082499,7607.303599,7249.050579,8214.920919,5941.223009,7883.851509,5377.820259
P04627,Araf,Serine/threonine-protein kinase A-Raf OS=Mus musculus GN=Araf PE=2 SV=2,36650.85749,46477.11548,38796.07381,30278.78043,31584.67059,29226.83849,27462.07259,20847.67021,24724.27196,30602.38047,34518.66976,30387.47275,21881.82256,31921.95994,37945.17448,22539.20799,37944.63023,41181.44881,21745.11908,26508.5999,37927.30601,28972.62756,30627.9583,21864.48549,28913.64984,35107.1265,38198.43143,25801.40715,27651.59537,39529.516,29509.94964,28962.55274,36602.48748,30610.6951,32470.49612,26453.03679,32705.91056,45104.50882,44432.6047,34606.3559,28985.30943,35858.83969,26076.77049,30546.38639,31539.93099,27742.0167,43196.36692,26391.69147
Q4LDD4,Arap1,"Arf-GAP with Rho-GAP domain, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Arap1 PE=2 SV=2",186284.2181,166144.415,393566.8949,314939.3898,215472.4969,343813.7885,308508.1231,338125.422,302492.0077,185796.4229,315257.0898,265495.4063,259181.1705,211229.163,305001.3052,257995.2965,186798.1503,244905.4232,239535.7095,193691.1934,171182.1548,175380.8834,271008.9154,242645.5703,297221.9452,296972.2452,302490.0053,267314.2547,215166.3043,283560.4892,299325.7806,248482.1525,217790.1894,249467.9921,309538.9312,357981.2619,199940.6522,296456.2603,171837.3741,253343.4574,172921.4157,271008.8431,244697.2264,228742.9467,169942.1447,228145.5156,210501.8948,189462.4348
Q9WV31,Arc,Activity-regulated cytoskeleton-associated protein OS=Mus musculus GN=Arc PE=1 SV=1,14884.2585,12988.978,12742.07867,10424.83326,25162.26213,15590.39867,36224.93938,18901.471,15337.83205,14318.54538,21791.56385,8549.108211,17143.36625,13604.07672,10398.98958,23945.441,17081.41898,13942.78627,12121.57472,20731.71183,18915.65121,13758.00858,16505.27298,10079.63448,17416.55392,13085.22315,11265.79224,9239.417011,18926.74231,10838.16688,17305.22818,16801.10128,11336.96814,24047.90159,19451.52068,14712.7993,14417.86199,16475.41418,9757.174241,13535.39927,17821.26133,13526.26228,15157.35741,23542.72844,18500.868,14848.25067,13092.9203,14188.86837
Q5XJY5,Arcn1,Coatomer subunit delta OS=Mus musculus GN=Arcn1 PE=1 SV=2,87220.08074,66433.22529,43134.18887,78365.02154,69409.36526,71849.59938,51053.77198,80085.01024,64508.22909,60889.73872,63594.67846,105760.0401,91478.22764,42384.15437,58460.72352,37879.35733,58815.73803,44569.6828,47946.09262,67475.40546,68382.62358,57573.72244,56872.05032,55880.41394,60315.43442,55110.14803,52235.65499,64344.25142,65409.71212,64973.38076,55729.91987,86323.82204,120932.9372,52994.77916,72316.18571,45209.99591,61251.34701,43422.18874,43602.63046,94034.75694,53215.74653,61965.63621,42278.11449,61693.61147,52450.42727,62600.77389,71742.27304,73638.75504
P61205,Arf3,ADP-ribosylation factor 3 OS=Mus musculus GN=Arf3 PE=2 SV=2,278266.6627,382911.1337,138820.3133,227985.542,134116.2977,131607.1079,186084.5221,145151.8652,130504.4434,223300.7173,206699.2405,263210.632,99092.42977,216093.1098,241470.3569,88738.09207,202079.9239,326181.084,167764.097,216837.9303,201165.269,109062.198,168663.0367,110673.5563,120369.2535,280077.3114,217418.8778,186288.0846,157686.8908,316410.0294,196138.5265,231039.9656,278602.6321,148256.7255,203000.4711,161374.934,140229.9828,302164.6451,325567.1336,341351.7137,104406.7016,195035.5767,131271.643,232495.8243,156922.3451,158748.1295,272021.3047,249870.8549
P61750,Arf4,ADP-ribosylation factor 4 OS=Mus musculus GN=Arf4 PE=1 SV=2,233677.6687,306401.8087,105106.6417,197902.9467,90031.96355,110691.7151,158892.2871,136902.0574,90252.06815,191452.7028,163931.3512,203832.3781,104924.3258,174886.3145,200460.9817,65520.01885,156149.8804,266123.5812,137071.7583,175578.8449,187064.5321,54969.21355,134327.621,94157.52885,86723.43555,235777.851,176835.5064,162286.6281,89520.14865,250909.0849,144589.651,189292.9191,294832.4951,102859.816,168777.2879,128250.0802,82791.54205,228884.3965,260307.5444,262181.6047,68588.97685,151258.139,101971.7168,184270.6065,115627.8339,112464.7161,222938.3191,202591.9219
P84084,Arf5,ADP-ribosylation factor 5 OS=Mus musculus GN=Arf5 PE=1 SV=2,206714.3517,310314.9546,120459.2701,189602.6501,116990.4377,127636.347,159363.8829,156453.351,123349.0154,175939.1563,174910.0032,197836.1049,144596.5789,179472.7479,211571.26,82909.61699,146229.9719,267534.1847,146537.1531,180884.1211,156781.2938,92002.88979,138194.511,107571.1138,109698.9355,242505.3204,180266.2537,164207.2768,120387.7599,247972.1883,162451.2164,182839.1317,190885.9339,131609.8234,165181.5767,142083.3878,118370.0928,246272.4665,273485.4901,260567.9341,81814.10119,155655.9202,110924.451,178059.5056,115028.9453,146452.5824,222411.8087,193044.4233
P62331,Arf6,ADP-ribosylation factor 6 OS=Mus musculus GN=Arf6 PE=1 SV=2,30917.12026,40562.13419,16420.84013,24934.8084,17123.07201,32063.06196,8325.164953,21987.4343,16918.3968,23452.8757,25436.20681,25093.83792,16717.70888,16768.83308,22312.72626,4193.518913,21477.13111,22902.72743,3984.604303,15448.28789,18095.13146,19379.64344,20271.25568,11055.74958,19220.27805,26565.12947,19874.26713,24172.82288,18342.66532,21978.89341,13974.99338,23364.50005,36990.66496,20908.73818,23447.78654,10592.19959,18046.37748,19027.83224,25507.23788,19972.21286,20710.32396,28935.43141,7202.255273,18063.16059,25921.41708,24750.55144,31079.77383,27077.46255
Q9EPJ9,Arfgap1,ADP-ribosylation factor GTPase-activating protein 1 OS=Mus musculus GN=Arfgap1 PE=1 SV=2,20814292.09,29561853.72,25022643.47,24456208.62,23450718.96,25042889.04,28226344.4,25882536.1,22487032.77,25289628.18,25090514.33,18163477.1,24516589.88,28718969.57,33978641.87,24651050.76,25934464.33,31907429.43,26147563.4,25562859.57,25806203.65,23889112.51,26314825.66,24485262.61,24726412.51,29962490.51,27486496.88,24860877.92,25688681.01,23472787.62,25397386.42,22221181.97,16161919.01,26712790.19,25958539.55,29903209.51,24719725.66,31095818.48,29713422.92,20944752.61,24245789.17,27501945.55,30262204.63,26008356.32,24379990.09,27621021.15,29284276.9,26448499.1
